district,Year,Season,crop,label,ph_match,soil_match,temp_match,rain_match,suitability_score,catalog_source
Ajmer,2024.0,Rabi,Fennel,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Ajmer,2024.0,Rabi,Fenugreek,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2024.0,Rabi,Kalonji,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2024.0,Rabi,Ashwagandha,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 11
Ajmer,2024.0,Rabi,Barley,0,False,False,True,False,0.25,Project Crop Recommendation.docx table 23
Ajmer,2024.0,Rabi,Brinjal,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Ajmer,2024.0,Rabi,Castor,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 33
Ajmer,2024.0,Rabi,Chickpea,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 11
Ajmer,2024.0,Rabi,Cumin,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 15
Ajmer,2024.0,Rabi,Garlic,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2024.0,Rabi,Isabgol,0,True,False,False,False,0.25,Project Crop Recommendation.docx table 12
Ajmer,2024.0,Rabi,Mustard,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2024.0,Rabi,Onion,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Ajmer,2024.0,Rabi,Pea,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 18
Ajmer,2024.0,Rabi,Pomegranate,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 6
Ajmer,2024.0,Rabi,Potato,0,False,True,True,True,0.75,Project Crop Recommendation.docx table 13
Ajmer,2024.0,Rabi,Taramira,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 32
Ajmer,2024.0,Rabi,Tomato,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 18
Ajmer,2024.0,Rabi,Wheat,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Ajmer,2025.0,Kharif,Cauliflower,1,True,True,False,True,0.75,Project Crop Recommendation.docx table 5
Ajmer,2025.0,Kharif,Chilli,1,False,True,False,True,0.5,Project Crop Recommendation.docx table 10
Ajmer,2025.0,Kharif,Okra,1,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Ajmer,2025.0,Kharif,Onion,1,False,True,False,True,0.5,Project Crop Recommendation.docx table 10
Ajmer,2025.0,Kharif,Bajra,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 20
Ajmer,2025.0,Kharif,Blackgram,0,True,False,True,False,0.5,Project Crop Recommendation.docx table 11
Ajmer,2025.0,Kharif,Castor,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 12
Ajmer,2025.0,Kharif,Cotton,0,False,True,True,True,0.75,Project Crop Recommendation.docx table 23
Ajmer,2025.0,Kharif,Cowpea,0,True,False,True,False,0.5,Project Crop Recommendation.docx table 32
Ajmer,2025.0,Kharif,Ginger,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 10
Ajmer,2025.0,Kharif,Groundnut,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 14
Ajmer,2025.0,Kharif,Maize,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 22
Ajmer,2025.0,Kharif,Mungbean,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 23
Ajmer,2025.0,Kharif,Rice,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 23
Ajmer,2025.0,Kharif,Soybean,0,True,False,True,True,0.75,Project Crop Recommendation.docx table 1
Ajmer,2025.0,Kharif,Turmeric,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 22
Ajmer,2025.0,Rabi,Ajwain,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 10
Ajmer,2025.0,Rabi,Chilli,1,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Ajmer,2025.0,Rabi,Coriander,1,True,,False,False,0.375,Project Crop Recommendation.docx table 11
Ajmer,2025.0,Rabi,Fennel,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Ajmer,2025.0,Rabi,Fenugreek,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2025.0,Rabi,Kalonji,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2025.0,Rabi,Ashwagandha,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 11
Ajmer,2025.0,Rabi,Barley,0,False,False,True,False,0.25,Project Crop Recommendation.docx table 23
Ajmer,2025.0,Rabi,Brinjal,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Ajmer,2025.0,Rabi,Castor,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 33
Ajmer,2025.0,Rabi,Chickpea,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 11
Ajmer,2025.0,Rabi,Cumin,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 15
Ajmer,2025.0,Rabi,Garlic,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2025.0,Rabi,Isabgol,0,True,False,False,False,0.25,Project Crop Recommendation.docx table 12
Ajmer,2025.0,Rabi,Mustard,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Ajmer,2025.0,Rabi,Onion,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Ajmer,2025.0,Rabi,Pea,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 18
Ajmer,2025.0,Rabi,Pomegranate,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 6
Ajmer,2025.0,Rabi,Potato,0,False,True,True,True,0.75,Project Crop Recommendation.docx table 13
Ajmer,2025.0,Rabi,Taramira,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 32
Ajmer,2025.0,Rabi,Tomato,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 18
Ajmer,2025.0,Rabi,Wheat,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Alwar,2021.0,Kharif,Cotton,1,False,True,True,True,0.75,Project Crop Recommendation.docx table 23
Alwar,2021.0,Kharif,Onion,1,False,True,False,True,0.5,Project Crop Recommendation.docx table 10
Alwar,2021.0,Kharif,Tomato,1,True,True,False,False,0.5,Project Crop Recommendation.docx table 10
Alwar,2021.0,Kharif,Ashwagandha,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 1
Alwar,2021.0,Kharif,Bajra,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 20
Alwar,2021.0,Kharif,Cauliflower,0,True,True,False,True,0.75,Project Crop Recommendation.docx table 5
Alwar,2021.0,Kharif,Custard Apple,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 16
Alwar,2021.0,Kharif,Ginger,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 10
Alwar,2021.0,Kharif,Guava,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 31
Alwar,2021.0,Kharif,Okra,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2021.0,Kharif,Pigeon Pea,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 10
Alwar,2021.0,Kharif,Safed Musli,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 10
Alwar,2021.0,Rabi,Barley,1,False,False,True,False,0.25,Project Crop Recommendation.docx table 23
Alwar,2021.0,Rabi,Garlic,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2021.0,Rabi,Mustard,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2021.0,Rabi,Onion,1,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2021.0,Rabi,Pea,1,True,True,False,False,0.5,Project Crop Recommendation.docx table 18
Alwar,2021.0,Rabi,Ashwagandha,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 11
Alwar,2021.0,Rabi,Brinjal,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2021.0,Rabi,Castor,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 33
Alwar,2021.0,Rabi,Chickpea,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 11
Alwar,2021.0,Rabi,Chilli,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2021.0,Rabi,Coriander,0,True,,False,False,0.375,Project Crop Recommendation.docx table 11
Alwar,2021.0,Rabi,Cumin,0,True,True,False,True,0.75,Project Crop Recommendation.docx table 15
Alwar,2021.0,Rabi,Fennel,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Alwar,2021.0,Rabi,Fenugreek,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2021.0,Rabi,Isabgol,0,True,False,False,False,0.25,Project Crop Recommendation.docx table 12
Alwar,2021.0,Rabi,Kalonji,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2021.0,Rabi,Pomegranate,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 6
Alwar,2021.0,Rabi,Taramira,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 32
Alwar,2021.0,Rabi,Tomato,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 18
Alwar,2021.0,Rabi,Wheat,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Alwar,2022.0,Kharif,Cotton,1,False,True,True,True,0.75,Project Crop Recommendation.docx table 23
Alwar,2022.0,Kharif,Onion,1,False,True,False,True,0.5,Project Crop Recommendation.docx table 10
Alwar,2022.0,Kharif,Tomato,1,True,True,False,False,0.5,Project Crop Recommendation.docx table 10
Alwar,2022.0,Kharif,Blackgram,0,True,False,True,True,0.75,Project Crop Recommendation.docx table 11
Alwar,2022.0,Kharif,Cauliflower,0,True,True,False,True,0.75,Project Crop Recommendation.docx table 5
Alwar,2022.0,Kharif,Groundnut,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 14
Alwar,2022.0,Kharif,Guava,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 31
Alwar,2022.0,Kharif,Mungbean,0,False,True,True,True,0.75,Project Crop Recommendation.docx table 23
Alwar,2022.0,Kharif,Okra,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2022.0,Kharif,Pigeon Pea,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 10
Alwar,2022.0,Kharif,Safed Musli,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 10
Alwar,2022.0,Kharif,Turmeric,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 22
Alwar,2022.0,Rabi,Barley,1,False,False,True,False,0.25,Project Crop Recommendation.docx table 23
Alwar,2022.0,Rabi,Garlic,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2022.0,Rabi,Mustard,1,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2022.0,Rabi,Onion,1,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2022.0,Rabi,Pea,1,True,True,False,False,0.5,Project Crop Recommendation.docx table 18
Alwar,2022.0,Rabi,Ajwain,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 10
Alwar,2022.0,Rabi,Ashwagandha,0,False,True,False,False,0.25,Project Crop Recommendation.docx table 11
Alwar,2022.0,Rabi,Brinjal,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2022.0,Rabi,Castor,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 33
Alwar,2022.0,Rabi,Chickpea,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 11
Alwar,2022.0,Rabi,Chilli,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2022.0,Rabi,Coriander,0,True,,False,False,0.375,Project Crop Recommendation.docx table 11
Alwar,2022.0,Rabi,Fennel,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Alwar,2022.0,Rabi,Fenugreek,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2022.0,Rabi,Isabgol,0,True,False,False,False,0.25,Project Crop Recommendation.docx table 12
Alwar,2022.0,Rabi,Kalonji,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 1
Alwar,2022.0,Rabi,Pomegranate,0,True,True,False,False,0.5,Project Crop Recommendation.docx table 6
Alwar,2022.0,Rabi,Potato,0,False,True,True,True,0.75,Project Crop Recommendation.docx table 13
Alwar,2022.0,Rabi,Taramira,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 32
Alwar,2022.0,Rabi,Wheat,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 13
Alwar,2023.0,Kharif,Cotton,1,False,True,True,False,0.5,Project Crop Recommendation.docx table 23
Alwar,2023.0,Kharif,Onion,1,False,True,False,False,0.25,Project Crop Recommendation.docx table 10
Alwar,2023.0,Kharif,Tomato,1,True,True,False,True,0.75,Project Crop Recommendation.docx table 10
Alwar,2023.0,Kharif,Bajra,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 20
Alwar,2023.0,Kharif,Cauliflower,0,True,True,False,True,0.75,Project Crop Recommendation.docx table 5
Alwar,2023.0,Kharif,Custard Apple,0,True,True,True,True,1.0,Project Crop Recommendation.docx table 16
Alwar,2023.0,Kharif,Mehandi,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 29
Alwar,2023.0,Kharif,Moth Bean,0,True,False,True,False,0.5,Project Crop Recommendation.docx table 15
Alwar,2023.0,Kharif,Okra,0,False,True,True,False,0.5,Project Crop Recommendation.docx table 22
Alwar,2023.0,Kharif,Pigeon Pea,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 10
Alwar,2023.0,Kharif,Sesame,0,True,True,True,False,0.75,Project Crop Recommendation.docx table 12
Alwar,2023.0,Kharif,Soybean,0,True,False,True,False,0.5,Project Crop Recommendation.docx table 1
Alwar,2023.0,Rabi,Barley,1,False,False,True,False,0.25,Project Crop Recommendation.docx table 23
