district,Season,rainfall,temperature,humidity,ph,organic_carbon,sand,clay,silt,soil_texture
Churu,Kharif,515.9023342488842,30.263031181083978,56.03307255382814,7.931710739193281,0.6130627937848321,54.65475317517449,23.52833295798096,21.81687519782054,Sandy Clay Loam
Churu,Rabi,21.69789360919985,18.926486167565695,47.25260753584469,7.931710739193281,0.6130627937848321,54.65475317517449,23.52833295798096,21.81687519782054,Sandy Clay Loam
Churu,Zaid,30.890765858576952,31.932377382772735,22.98337032081476,7.931710739193281,0.6130627937848321,54.65475317517449,23.52833295798096,21.81687519782054,Sandy Clay Loam
Dausa,Kharif,855.8797853877455,28.375535505702185,67.41402004012829,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Dausa,Rabi,27.75203106940784,18.569929695094373,55.427889111012135,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Dausa,Zaid,22.356419590301883,30.906217717974336,28.674934029006913,7.448940458503631,0.9096372867471324,50.66067520192447,23.252341799843208,26.087000638364948,Loam
Dhaulpur,Kharif,880.5683929209899,28.80740366862589,69.4674494835588,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207053,29.555065959184624,Loam
Dhaulpur,Rabi,31.111639128664386,18.775517189053907,60.34742249169567,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207053,29.555065959184624,Loam
Dhaulpur,Zaid,21.79122138703723,31.307131432444276,30.66048604494825,7.65528902278178,0.8302959001556367,43.90062774367972,26.544169653207053,29.555065959184624,Loam
Dungarpur,Kharif,1057.2115319514035,27.413785603859658,73.30664532671997,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Dungarpur,Rabi,6.381022625337566,21.946485053347608,46.959671469674916,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Dungarpur,Zaid,14.318175632956695,31.561787206820462,33.404749779605424,7.359425496874465,0.9761361123706438,39.79373254356574,24.83362293082961,35.37252946199261,Loam
Hanumangarh,Kharif,429.6214322939537,30.614563127105907,57.00185914004312,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.72626126600637,Sandy Clay Loam
Hanumangarh,Rabi,28.120366942234853,18.182917945032326,54.94194077691482,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.72626126600637,Sandy Clay Loam
Hanumangarh,Zaid,30.631330964183082,31.144165236618715,27.635656709302594,7.991436931660312,0.6603707508788489,58.40545363080692,22.86831899146728,18.72626126600637,Sandy Clay Loam
Jaipur,Kharif,779.5241530433774,28.07483423251861,65.53429207022856,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Jaipur,Rabi,23.453599520004282,18.47517589538655,50.831874063914974,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Jaipur,Zaid,27.369859156994217,30.75791901007513,26.56380050873535,7.46853423827555,0.850231696900605,47.74610578424717,23.499579154705494,28.754366255945,Loam
Jaisalmer,Kharif,288.8239295006118,31.555274950333104,50.99481860014886,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jaisalmer,Rabi,7.776807773575811,20.80988062342001,37.1529647768313,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jaisalmer,Zaid,15.594192112102172,33.27806399997729,22.755741697207306,8.024784734336027,0.4190765963466304,57.32920513117581,24.14245706687899,18.52837361519538,Sandy Clay Loam
Jalore,Kharif,704.5332200948371,29.097608171328876,64.72253869772422,7.569345068166148,0.7197348534596913,47.63071085699597,22.360459238758345,30.00880565717488,Loam
Jalore,Rabi,7.689810028388379,21.49326457062036,41.66860947192232,7.569345068166148,0.7197348534596913,47.63071085699597,22.360459238758345,30.00880565717488,Loam
Jalore,Zaid,12.482763614510196,32.0748016218602,30.78855338189816,7.569345068166148,0.7197348534596913,47.63071085699597,22.360459238758345,30.00880565717488,Loam
Jhalawar,Kharif,1134.9731888403694,27.33855687605588,71.14390932905124,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhalawar,Rabi,23.46196822030809,20.993831630505365,47.744630416338445,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhalawar,Zaid,18.748489524855867,32.13738949816227,27.22018811619595,7.324442733469555,0.7898446674541064,36.359408258216845,31.070649046282863,32.57011021594803,Clay Loam
Jhunjhunu,Kharif,620.0821128761615,28.963490457491883,60.94227166179026,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jhunjhunu,Rabi,25.888532165882292,18.231950942912224,50.471442418489275,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jhunjhunu,Zaid,38.99863293787346,30.87656902044335,25.545903053061828,7.564148238132579,0.8594941762681367,46.73249222258496,25.900183444383487,27.367264578193463,Loam
Jodhpur,Kharif,456.85051587807703,29.934369166264723,57.17666128355512,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.37989059447113,Sandy Clay Loam
Jodhpur,Rabi,7.9772222374256305,20.514483489507832,37.82911468125172,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.37989059447113,Sandy Clay Loam
Jodhpur,Zaid,25.4889697084144,32.48181715371471,23.299778616678392,7.791916606079316,0.5122976308315786,54.2613567176807,23.35875841901032,22.37989059447113,Sandy Clay Loam
Karauli,Kharif,908.166582276426,28.45499136316034,68.60037010811149,7.323849110664443,0.9467935707025281,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Karauli,Rabi,26.053746657320694,18.84263724670252,57.29386249230846,7.323849110664443,0.9467935707025281,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Karauli,Zaid,18.13250895909693,31.131115655836044,29.33505534946061,7.323849110664443,0.9467935707025281,48.72619591043981,25.53555773220264,25.738271236433086,Loam
Kota,Kharif,1011.0174971638886,28.27865787130449,68.46257821672482,7.331463260312297,0.8223356041420044,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Kota,Rabi,19.652136623441187,20.426329422846656,51.11864552673699,7.331463260312297,0.8223356041420044,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Kota,Zaid,16.042646924724693,32.34628921322651,26.547835551326255,7.331463260312297,0.8223356041420044,40.75124787601306,28.3780444551492,30.87063767850261,Clay Loam
Nagaur,Kharif,558.2090469368251,29.04392218986669,59.93977430295381,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Nagaur,Rabi,12.438692878498236,19.456159032398812,42.54939898412458,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Nagaur,Zaid,22.05570944938605,31.63491670654014,23.766255778224135,7.6532797209563554,0.5704724466215925,49.51865180053744,26.73553127124672,23.74570091727921,Loam
Pali,Kharif,715.4236598474663,28.16697739562705,65.41262906218915,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Pali,Rabi,10.24403363379749,20.515882599313795,41.801474618640796,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Pali,Zaid,20.197679004702557,31.60618719602876,27.185075869730515,7.53473171984385,0.6899628053639705,44.44318482030989,24.631426137433625,30.925512263366432,Loam
Rajsamand,Kharif,902.1710989932217,26.209723965426786,69.44298036503523,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Rajsamand,Rabi,12.184437642919235,19.39152074626896,43.744663515991476,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Rajsamand,Zaid,29.67243734462287,30.030969369184596,27.950788754065435,7.344695299699076,0.9639301728259164,36.934399265106606,33.273771319131875,29.791692305330336,Clay Loam
Sawai Madhopur,Kharif,949.2578523129603,28.60023530490883,67.6040846301213,7.391336939566251,0.90908099100148,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Sawai Madhopur,Rabi,22.215108277772107,19.11034130882399,56.13690983732156,7.391336939566251,0.90908099100148,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Sawai Madhopur,Zaid,18.12121980161931,31.405460436019364,28.519063541559113,7.391336939566251,0.90908099100148,46.36155834187105,25.40509783395536,28.23333160894245,Loam
Sikar,Kharif,668.2104201438218,28.38538449934282,62.204686289061485,7.534495397778516,0.786278701903854,45.34323857682647,26.97856082950532,27.678151897554653,Loam
Sikar,Rabi,22.85366914111248,18.361338789633287,47.76780456065667,7.534495397778516,0.786278701903854,45.34323857682647,26.97856082950532,27.678151897554653,Loam
Sikar,Zaid,34.27483929603382,30.702089979757023,25.118323663351763,7.534495397778516,0.786278701903854,45.34323857682647,26.97856082950532,27.678151897554653,Loam
Sirohi,Kharif,1268.7436305606448,27.22649906932326,70.05429644681851,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Sirohi,Rabi,11.927390079197194,20.765365941644298,43.75901391415564,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Sirohi,Zaid,16.18001887153973,30.642468350834672,32.56469826319098,7.396337654624223,1.0341951416617727,40.48985614248625,24.857467313399425,34.65255453304433,Loam
Sri Ganganagar,Kharif,300.79310065133313,31.213439721473527,54.05165054798597,7.925312236058909,0.7232944493530641,53.05909954215294,24.47029006262448,22.47062579400709,Sandy Clay Loam
Sri Ganganagar,Rabi,19.760894814144443,18.03675987686114,55.94812900711266,7.925312236058909,0.7232944493530641,53.05909954215294,24.47029006262448,22.47062579400709,Sandy Clay Loam
Sri Ganganagar,Zaid,18.620298936829176,30.95697221378718,29.40911093189198,7.925312236058909,0.7232944493530641,53.05909954215294,24.47029006262448,22.47062579400709,Sandy Clay Loam
Tonk,Kharif,830.6048874920209,28.490068043650513,65.74884393835872,7.416020895154145,0.7846190095895532,44.09877632225127,23.46164727802784,32.43956502073543,Loam
Tonk,Rabi,19.19815895191426,19.3491074749898,50.78704515901414,7.416020895154145,0.7846190095895532,44.09877632225127,23.46164727802784,32.43956502073543,Loam
Tonk,Zaid,22.4815738720591,31.803534497186263,25.152870497750406,7.416020895154145,0.7846190095895532,44.09877632225127,23.46164727802784,32.43956502073543,Loam
Udaipur,Kharif,1031.915170313435,26.307638541881328,72.72116546632773,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Udaipur,Rabi,11.911853688720843,20.308069519176293,46.18092031124813,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
Udaipur,Zaid,24.857826350937273,30.276321949364455,31.727061119971676,7.314971634484445,1.138689408865304,35.75171522385539,32.28990248750083,31.95832912715174,Clay Loam
